protocol,dataset,dataset_label,kir,seed,method,method_label,oos_f1,known_recall,false_accept_rate,auroc,aupr_oos,known_count,oos_count,oos_sources,metrics_path,predictions_path
h1_v19,stackoverflow,StackOverflow,0.5,87,frozen_k1,Frozen K=1,0.7608426270136307,0.8316633266533067,0.2827102803738318,0.8666166333557189,0.800674678934526,2994,2996,heldout_oos_test:2996,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,87,trainable_k1,Trainable K=1,0.8608255832925437,0.8346693386773547,0.11949265687583445,0.9093899860245634,0.8732336556647512,2994,2996,heldout_oos_test:2996,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,13,frozen_k1,Frozen K=1,0.8329039381670961,0.909,0.26525974025974025,0.9120743506493507,0.9686352987206025,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,13,trainable_k1,Trainable K=1,0.8840529247910863,0.875,0.17564935064935064,0.9194792207792208,0.9719525200048673,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,42,frozen_k1,Frozen K=1,0.8615603341034299,0.877,0.21298701298701297,0.9132051948051949,0.968195046791366,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,42,trainable_k1,Trainable K=1,0.8768404642300364,0.838,0.17824675324675324,0.9113032467532468,0.9681171537302224,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,87,frozen_k1,Frozen K=1,0.8502155172413793,0.879,0.2314935064935065,0.9088487012987013,0.9670200006811454,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,87,trainable_k1,Trainable K=1,0.8932305055698372,0.851,0.1538961038961039,0.9154564935064935,0.9699967957956219,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/trainable_k1/predictions.jsonl
protocol_v2,clinc150,CLINC150,0.5,13,frozen_k1,Frozen K=1,0.8979082975481368,0.7653333333333333,0.06057971014492754,0.9260787117552334,0.9352457390277841,2250,3450,heldout_intent:2250;native:1200,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,clinc150,CLINC150,0.5,42,frozen_k1,Frozen K=1,0.8840280643829963,0.7306666666666667,0.06869565217391305,0.9236139130434784,0.9379760800808493,2250,3450,heldout_intent:2250;native:1200,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,clinc150,CLINC150,0.5,87,frozen_k1,Frozen K=1,0.8974822645708722,0.772,0.06492753623188406,0.9257504669887279,0.9352960524514863,2250,3450,heldout_intent:2250;native:1200,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__clinc150__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,stackoverflow,StackOverflow,0.5,13,frozen_k1,Frozen K=1,0.7185035760132037,0.8353333333333334,0.347,0.8612272222222221,0.8156840094880962,3000,3000,heldout_intent:3000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,stackoverflow,StackOverflow,0.5,42,frozen_k1,Frozen K=1,0.8197054342305738,0.838,0.193,0.9064862222222222,0.8927093484941884,3000,3000,heldout_intent:3000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,stackoverflow,StackOverflow,0.5,87,frozen_k1,Frozen K=1,0.7804792723456359,0.838,0.25633333333333336,0.8780081111111111,0.8321384307538693,3000,3000,heldout_intent:3000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,banking77,Banking77,0.5,13,frozen_k1,Frozen K=1,0.773972602739726,0.8486842105263158,0.27564102564102566,0.8681954284750337,0.8498182373414507,1520,1560,heldout_intent:1560,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_13__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,banking77,Banking77,0.5,42,frozen_k1,Frozen K=1,0.7993366500829188,0.8355263157894737,0.22756410256410256,0.8768286099865048,0.8503524307621577,1520,1560,heldout_intent:1560,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_42__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
protocol_v2,banking77,Banking77,0.5,87,frozen_k1,Frozen K=1,0.8142344107084558,0.8315789473684211,0.20064102564102565,0.8862580128205129,0.8580995580422193,1520,1560,heldout_intent:1560,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/e2_gate_core_dense/protocol_v2_textoir_v1__banking77__kir_0.50__seed_87__repr_frozen_minilm__k_1__dist_mahalanobis_diag__boundary_mean_std/predictions/test.jsonl
